# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_notes.tsv
#
# Version: 1.2.48 (latest, Newly released after the specification change)
# Date published: March 28, 2025
# Last modified: September 5, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# entry_id	A heading item ID formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# definition_seq_id	5-digit numeric ID starting with 'F', sequentially assigned to heading entries. Definition components under each heading are ordered based on their appearance, and order indicators like _01, _02, etc., are appended accordingly. The heading itself is appended with _00.
# kazama_location	An ID indicating K + Volume (2 digits) + Kazama Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# tenri_location	An ID indicating T + Volume (a/b/c) + Tenri Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# volume_name	Name of the volume, consisting of 10 volumes: 仏上, 仏中, 仏下本, 仏下末, 法上, 法中, 法下, 僧上, 僧中, and 僧下.
# radical_name	Hanzi name of the radical, consisting of 120 radicals ranging from 人 to 雑, used to classify Hanzi characters.
# volume_radical_index	Volume and radical number, ranging from v1#1 to v10#120, indicating the location of the entry within the text.
# hanzi_entry	Corrected hanzi are principally in the Kangxi Dictionary form. Unicode simplified characters (common-use characters, popular variants) may also be retained.For certain characters and character components not included in Unicode, simplified notations based on the entity reference systems used by CHISE and GlyphWiki (e.g., CDP-8C55, koseki-00001) have been used for representation. Multiple-kanji headwords are separated by / (full-width slash). The abbreviation symbol "｜" is represented by "ー" (long vowel mark), with the corresponding character in parentheses.
# original_entry	Headword close to original form. Errors as is. Non-Unicode variants: IDS or ■. Like hanzi_entry, "〇" if no original-glyph headword needed.
# definition_elements	Extracted components from the full definition, classified into 5 categories: glyph annotations, pronunciation annotations, meaning annotations, Japanese readings (wakun), and others, one component per entry.
# definition_type_code	3-digit numeric code representing the definition type.
# definition_type_name	Indicates which of the following five categories the definition type belongs to: glyph annotation, pronunciation annotation, meaning annotation, wakun, and others.
# remarks	Editor's notes providing additional context or information.
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500,25K00466 and 26K21717.
#
entry_id	definition_seq_id	kazama_location	tenri_location	volume_name	radical_name	volume_radical_index	hanzi_entry	original_entry	definition_elements	definition_type_code	definition_type_name	remarks
F00007	F00007_01	K01001441	Ta023441	仏上	人	v1#1	真／人	〇／〇	マフト（HHL）	411	和訓声点有	蓮成院本（上1・1オ1）・高山寺本（3オ5）「マフト（HHH）」。
F00008	F00008_00	K01001511	Ta023511	仏上	人	v1#1	漁／ー（人）	〇／〇		100	見出し	
F00008	F00008_01	K01001511	Ta023511	仏上	人	v1#1	漁／ー（人）	〇／〇	アマ（LL）	411	和訓声点有	
F00009	F00009_00	K01001521	Ta023521	仏上	人	v1#1	海／ー（人）	〇／〇		100	見出し	高山寺本は次項に「人魚　イヲノナ」あり。高山寺本が観智院本より以前である説の反例（岡田研究182頁）。池田按：蓮成院本は「分註式」で「人魚」あり。
F00009	F00009_01	K01001521	Ta023521	仏上	人	v1#1	海／ー（人）	〇／〇	同上	433	訓注同	
F00010	F00010_00	K01001531	Ta023531	仏上	人	v1#1	盗／ー（人）	〇／〇		100	見出し	
F00010	F00010_01	K01001531	Ta023531	仏上	人	v1#1	盗／ー（人）	〇／〇	ヌスヒト	421	和訓	高山寺本（3オ6）「ヌルヒト（LLLVL）」。中村文選（629頁・上書）「盗［ヌスヒトニ］」。草川和訓集成「ヌスヒト」で立項、高山寺本の挙例に（ママ）を付す。
F00011	F00011_00	K01001541	Ta023541	仏上	人	v1#1	不／良／人	〇／〇／〇		100	見出し	
F00011	F00011_01	K01001541	Ta023541	仏上	人	v1#1	不／良／人	〇／〇／〇	同上	433	訓注同	
F00012	F00012_00	K01001611	Ta023611	仏上	人	v1#1	毛／ー（人）	〇／〇		100	見出し	
F00012	F00012_01	K01001611	Ta023611	仏上	人	v1#1	毛／ー（人）	〇／〇	ヱヒス	421	和訓	
F00013	F00013_00	K01001621	Ta023621	仏上	人	v1#1	白／ー（人）	〇／〇		100	見出し	
F00013	F00013_01	K01001621	Ta023621	仏上	人	v1#1	白／ー（人）	〇／〇	シレモノ	421	和訓	
F00014	F00014_00	K01001631	Ta023631	仏上	人	v1#1	桃／ー（人）	〇／〇		100	見出し	
F00014	F00014_01	K01001631	Ta023631	仏上	人	v1#1	桃／ー（人）	〇／〇	モヽノサネ（___LL）	411	和訓声点有	高山寺本（3オ6）「モヽノサネ（HHHLL）」。「ネ」は原文「尒」。声点の位置に言及（佐藤栄作「カタカナの字体から見た声点とその位置」『論集』13、32頁、2017年）。
F00015	F00015_00	K01001641	Ta023641	仏上	人	v1#1	ー（人）／參	〇／参		100	見出し	
F00015	F00015_01	K01001641	Ta023641	仏上	人	v1#1	ー（人）／參	〇／参	カノニケクサ（LLLLVHVL）	411	和訓声点有	蓮成院本（上1・1オ2）「カノニケクサ（LLHLVHVL）」。
F00016	F00016_00	K01001710	Ta023710	仏上	人	v1#1	佛	〇		100	見出し	高山寺本「佛」が本文冒頭にり、これを穏当で自然な順序としたのが観智院本と解釈。岡田研究187頁。
F00016	F00016_01	K01001710	Ta023710	仏上	人	v1#1	佛	〇	音費（R）「ヒ」	215	音注声点有_類音注等	広韻「符弗切」（入声物韻、佛）。広韻に一致せず。集韻「芳未切」（去声未韻、費）。康煕字典に「鄭箋佛輔也又叶方味切音廢」あり。
F00016	F00016_02	K01001710	Ta023710	仏上	人	v1#1	佛	〇	ホノカナリ	421	和訓	新撰字鏡「保乃加尓」。「ホノカナリは次条仿佛に応ずる訓であろうからこの位置は適当ではない」（中村宗彦「類聚名義抄和訓の定位」14頁）。
F00016	F00016_03	K01001710	Ta023710	仏上	人	v1#1	佛	〇	又符「フ」弗（S）「フツ」反	214	音注声点有_反切	広韻「符弗切」（入声物韻、佛）。
F00016	F00016_04	K01001710	Ta023710	仏上	人	v1#1	佛	〇	ホトケ	421	和訓	蓮成院本（ウ1・1オ2）「ホトケ（LLL）」。
F00016	F00016_05	K01001710	Ta023710	仏上	人	v1#1	佛	〇	ヲホキニス-ナリ（LLHHH-__）	411	和訓声点有	高山寺本（3オ3）「オホキニス（LLHLH）」。詩経・周頌・敬之「佛時仔肩、示我顯德行」が典拠（伝・佛、大也。箋、佛、輔也」。「『詩』のこの箇所のみにおいて成立する特殊訓であるから到底一般的な通用訓とはなり難い」（中村宗彦「類聚名義抄和訓の定位」14頁）。声点の位置に言及（佐藤栄作「カタカナの字体から見た声点とその位置」『論集』13、32頁、2017年）。
F00016	F00016_06	K01001710	Ta023710	仏上	人	v1#1	佛	〇	タチマチ	421	和訓	
F00016	F00016_07	K01001710	Ta023710	仏上	人	v1#1	佛	〇	又音弼（S）「ヒチ」	215	音注声点有_類音注等	広韻「符弗切」（入声物韻、佛）。広韻未収録韻。集韻「薄宓切」（入声質韻、𢐀）。
F00016	F00016_08	K01001710	Ta023710	仏上	人	v1#1	佛	〇	タスク（LLH）	411	和訓声点有	字類抄同訓「助タスク」、詩・周頌・敬之「佛タスケテ時コノ仔肩」注「佛。輔也」（タ・人事、略注431頁）。
F00016	F00016_09	K01001710	Ta023710	仏上	人	v1#1	佛	〇	和音部ツ	222	音注和音声点無	広韻「符弗切」（入声物韻、佛）。
F00017	F00017_00	K01001740	Ta023740	仏上	人	v1#1	仏	〇		100	見出し	
F00017	F00017_01	K01001740	Ta023740	仏上	人	v1#1	仏	〇	俗佛字	121	字体注	
F00017	F00017_02	K01001740	Ta023740	仏上	人	v1#1	仏	〇	又見別字	121	字体注	
F00018	F00018_00	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇		100	見出し	高山寺本の記載法、「佛」の熟字訓の後に「仿ー」とあり「乱暴な遣り方」。岡田研究186頁。
F00018	F00018_01	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	ホノカナリ	421	和訓	中村文選（353頁・海）「仿佛（ト）［ホノカニシ］」。日国「ほの‐か 【仄─・側─】」の表記に未収。
F00018	F00018_02	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	上芳往反	218	音注声点無_反切	広韻「妃兩切」（上声養韻、髣）。
F00018	F00018_03	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	*ホノカナリ	421	和訓	中村文選（353頁・海）「仿佛（ト）［ホノカニシ］」。日国「ほの‐か 【仄─・側─】」の表記に未収。
F00018	F00018_04	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	ヲホツカナシ	421	和訓	和文語の例（築島裕「平安時代の訓点資料に見える「和文特有語」について」著作集6、167頁）。
F00018	F00018_05	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	ナラフ	421	和訓	
F00018	F00018_06	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	カタヒク	421	和訓	
F00018	F00018_07	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	イカル	421	和訓	
F00018	F00018_08	K01001811	Ta023811	仏上	人	v1#1	仿／佛	〇／〇	下音費	219	音注声点無_類音注等	広韻「符弗切」（入声物韻、佛）。
F00019	F00019_00	K01001840	Ta023840	仏上	人	v1#1	㑂	〇		100	見出し	
F00019	F00019_01	K01001840	Ta023840	仏上	人	v1#1	㑂	〇	或作髣正	121	字体注	
F00020	F00020_00	K01002111	Ta024111	仏上	人	v1#1	仿／像	〇／〇		100	見出し	
F00020	F00020_01	K01002111	Ta024111	仏上	人	v1#1	仿／像	〇／〇	ホノカナリ	421	和訓	字類抄「像」に「ホノカ」、文選・海賦（古訓）「希世之所聞。悪イツクンソ審其名。故可仿像ホノカニシ其色靉靆ホノカニス其形」（略注154頁、162頁）。日国「ほの‐か 【仄─・側─】」の表記に未収。
F00020	F00020_02	K01002111	Ta024111	仏上	人	v1#1	仿／像	〇／〇	下在下	611	参照注	
F00021	F00021_00	K01002120	Ta024120	仏上	人	v1#1	㐻	〇		100	見出し	
F00021	F00021_01	K01002120	Ta024120	仏上	人	v1#1	㐻	〇	内（R）「タイ」納二音	215	音注声点有_類音注等	広韻になし。万象名義・宋本玉篇なし。龍龕手鏡「㐻俗。內約二音。正作內字」。「納」「約」の相違あり。
F00022	F00022_00	K01002130	Ta024130	仏上	人	v1#1	僧	〇		100	見出し	「カハラク」、蓮成院本「ヤハラク」、高山寺本「ヤハラク（HHHSV）」。正宗索引「カハラク」に「ヤハラクの誤か」、「やはらぐ」に「カハラクを訂す」。西端幸誤写諸例36頁①誤字203。
F00022	F00022_01	K01002130	Ta024130	仏上	人	v1#1	僧	〇	蘇曽（F）反	214	音注声点有_反切	広韻「蘇増切」（平声登韻、僧）。
F00022	F00022_02	K01002130	Ta024130	仏上	人	v1#1	僧	〇	カハラク（HHHLV）	411	和訓声点有	蓮成院本（上1・1オ4）「ヤハラク」・高山寺本（3オ7）「ヤハラク（HHHSV）」。正宗索引「カハラク」に「ヤハラクの誤か」、「やはらぐ」に「カハラクを訂す」。西端幸誤写諸例36頁①誤字203。日国「やわら・ぐ［やはらぐ］ 【和】」の表記に未収。
F00022	F00022_03	K01002130	Ta024130	仏上	人	v1#1	僧	〇	ネムコロ	421	和訓	「ネムコロ」の「ムコ」虫損だが判読容易。草川昇「五本対照類聚名義抄和訓集成全四巻を出版して」59頁に言及あり。日国「ねんごろ 【懇】」の表記「憎」で収録。
F00022	F00022_04	K01002130	Ta024130	仏上	人	v1#1	僧	〇	サトル	421	和訓	
F00022	F00022_05	K01002130	Ta024130	仏上	人	v1#1	僧	〇	和音ソウ（LL-N）	212	音注和音声点有	広韻「蘇増切」（平声登韻、僧）。高山寺本なし。Ｖのような記号の意味は未考。高山寺本にこの記号なし（岡田研究181頁）。
F00023	F00023_00	K01002210	Ta024210	仏上	人	v1#1	傮	〇		100	見出し	
F00023	F00023_01	K01002210	Ta024210	仏上	人	v1#1	傮	〇	遭（L）「サウ」曹（L）「サウ」二音	215	音注声点有_類音注等	広韻「作曹切」（平声豪韻、糟）。
F00023	F00023_02	K01002210	Ta024210	仏上	人	v1#1	傮	〇	終也	322	義注	万象名義「終也」。
F00024	F00024_00	K01002220	Ta024220	仏上	人	v1#1	⿰亻胃	〇		100	見出し	
F00024	F00024_01	K01002220	Ta024220	仏上	人	v1#1	⿰亻胃	〇	音謂（R）「ヰ」	215	音注声点有_類音注等	広韻になし。
F00024	F00024_02	K01002220	Ta024220	仏上	人	v1#1	⿰亻胃	〇	胃也	322	義注	万象名義「胃也」。
F00024	F00024_03	K01002220	Ta024220	仏上	人	v1#1	⿰亻胃	〇	サソフ	421	和訓	日国「さそ・う［さそふ］ 【誘】」の表記「𢔥」で収録か。
F00025	F00025_00	K01002230	Ta024230	仏上	人	v1#1	倡	〇		100	見出し	
F00025	F00025_01	K01002230	Ta024230	仏上	人	v1#1	倡	〇	音昌（H）	215	音注声点有_類音注等	広韻「尺良切」（平声陽韻、昌）、「尺亮切」（去声漾韻、唱）。Hはやや下。Fの誤写か。
F00025	F00025_02	K01002230	Ta024230	仏上	人	v1#1	倡	〇	ウタヽヽヒ（HH__L）	411	和訓声点有	高山寺本（3ウ1）「ウタヽヽヒ（HHHHL）」。
F00025	F00025_03	K01002230	Ta024230	仏上	人	v1#1	倡	〇	ウタメ	421	和訓	高山寺本（3ウ1）「ウタメ（HHH）」。山本秀人「改編本類聚名義抄における増補された和訓の色葉字類抄との関係について」『高知大国文』31の例8。鄭按：金澤文庫本白氏文集巻12・334琵琶引に「ウタメ」あり
F00025	F00025_04	K01002230	Ta024230	仏上	人	v1#1	倡	〇	ウタフ	421	和訓	中村文選（613頁・騒）「倡ウタフ」。
F00025	F00025_05	K01002230	Ta024230	仏上	人	v1#1	倡	〇	イサナウ（LLV__）	411	和訓声点有	日国「イサナフ」の表記で採録。
F00025	F00025_06	K01002230	Ta024230	仏上	人	v1#1	倡	〇	アソフ	421	和訓	
F00025	F00025_07	K01002230	Ta024230	仏上	人	v1#1	倡	〇	マフ	421	和訓	
F00025	F00025_08	K01002230	Ta024230	仏上	人	v1#1	倡	〇	ワサウタ（HHV__）	411	和訓声点有	中村文選（272頁・上）「唱ワサウタ／（寛文）倡ワサウタ／（寛永）ワサヒト・ウタ」。字類抄同訓「倡ワサウタ」（略注267頁）。
F00026	F00026_00	K01002311	Ta024311	仏上	人	v1#1	ー（倡）／導	〇／〇		100	見出し	原文「イサナヒ（改行）ミチヒク」。正宗索引補正「イサナヒ」に「下のミチヒクにつゞくか」。蓮成院本「ー導　イサナヒミチヒク」と一行に書写。観智院本と高山寺本は「イサナヒ」と「ミチヒク」に分離して書写。西端誤写考察48-49頁。望月和訓集成「イサナヒ」で採録、草川和訓集成「イサナヒミチヒク」で採録。漢書・王莽伝「倡導在位」。
F00026	F00026_01	K01002311	Ta024311	仏上	人	v1#1	ー（倡）／導	〇／〇	イサナヒミチヒク（LLVHH____）	411	和訓声点有	原文「イサナヒ（改行）ミチヒク」正宗索引補正「イサナヒ」に「下のミチヒクにつゞくか」。蓮成院本「ー導　イサナヒミチヒク」と一行に書写。観智院本と高山寺本は「イサナヒ」と「ミチヒク」に分離して書写。西端誤写考察48-49頁。望月和訓集成「イサナヒ」で採録、草川和訓集成「イサナヒミチヒク」で採録。漢書王莽伝に「倡導在位」あり。日国未収。
F00027	F00027_00	K01002321	Ta024321	仏上	人	v1#1	ー（倡）／女	〇／〇		100	見出し	
F00027	F00027_01	K01002321	Ta024321	仏上	人	v1#1	ー（倡）／女	〇／〇	ウタメ	421	和訓	
F00028	F00028_00	K01002330	Ta024330	仏上	人	v1#1	侶	〇		100	見出し	
F00028	F00028_01	K01002330	Ta024330	仏上	人	v1#1	侶	〇	音呂（H）	215	音注声点有_類音注等	広韻「力舉切」（上声語韻、呂）。
F00028	F00028_02	K01002330	Ta024330	仏上	人	v1#1	侶	〇	トモ（HH）	411	和訓声点有	
F00028	F00028_03	K01002330	Ta024330	仏上	人	v1#1	侶	〇	トモカラ	421	和訓	中村文選（389頁・鸚）「侶トモカラヲ／（寛文）トモカラヲ」。字類抄「伿」に「伴トモカラ」の訓あるは、他字との混同か（略注198頁）。
F00028	F00028_04	K01002330	Ta024330	仏上	人	v1#1	侶	〇	和音リヨ（HH）又ロ	212	音注和音声点有	広韻「力舉切」（上声語韻、呂）。
F00029	F00029_00	K01002410	Ta024410	仏上	人	v1#1	㐰	〇		100	見出し	
F00029	F00029_01	K01002410	Ta024410	仏上	人	v1#1	㐰	〇	古文信字	121	字体注	
F00029	F00029_02	K01002410	Ta024410	仏上	人	v1#1	㐰	〇	マコト	421	和訓	
F00030	F00030_00	K01002420	Ta024420	仏上	人	v1#1	伿	〇		100	見出し	
F00030	F00030_01	K01002420	Ta024420	仏上	人	v1#1	伿	〇	音易（R）	215	音注声点有_類音注等	広韻「支義切」（去声寘韻、寘）、「以豉切」（去声寘韻、易）。
F00030	F00030_02	K01002420	Ta024420	仏上	人	v1#1	伿	〇	コヽロ	421	和訓	正宗索引・草川和訓集成「コヽロモノウシ」で採録。日国「こころ 【心・情・意】」の表記に未収。
F00030	F00030_03	K01002420	Ta024420	仏上	人	v1#1	伿	〇	モノウシ	421	和訓	日国「もの‐う・い 【物憂・懶・慵】」の表記に未収。万象名義・広韻「惰也」。
F00030	F00030_04	K01002420	Ta024420	仏上	人	v1#1	伿	〇	憤也	322	義注	
F00031	F00031_00	K01002430	Ta024430	仏上	人	v1#1	佋	〇		100	見出し	
F00031	F00031_01	K01002430	Ta024430	仏上	人	v1#1	佋	〇	音韶「セウ」	219	音注声点無_類音注等	広韻「市昭切」（平声宵韻、韶）、「市沼切」（上声小韻、紹）。
F00031	F00031_02	K01002430	Ta024430	仏上	人	v1#1	佋	〇	テラス	421	和訓	「佋」は万象名義「昭也」とあるが、説文「廟佋穆。父為佋、南面。子為穆、北面」とあり廟の席次のこと、転じて父子長幼の序列の意。広韻「廟佋穆也。或作昭」とあり、「昭」に通じ「テラス」と読んだのであろう。
F00031	F00031_03	K01002430	Ta024430	仏上	人	v1#1	佋	〇	カロヽヽシ	421	和訓	出所不審。日国「かろがろ‐し・い 【軽軽】」の表記に未収。
F00031	F00031_04	K01002430	Ta024430	仏上	人	v1#1	佋	〇	〻動廟尊卑之次也	322	義注	「〻動の二字がいかにしても解し難い。恐らく、佋穆→〻穆の誤写なのかも知れない」（問題訓注例。中村宗彦「類聚名義抄和訓の定位」26頁）。
F00032	F00032_00	K01002511	Ta024511	仏上	人	v1#1	偘／侃	〇／〇		100	見出し	西端誤写考察40頁に考証あり。「大也」は「太也」の誤写か。
F00032	F00032_01	K01002511	Ta024511	仏上	人	v1#1	偘／侃	〇／〇	上俗下正	121	字体注	
F00032	F00032_02	K01002511	Ta024511	仏上	人	v1#1	偘／侃	〇／〇	詳視也	322	義注	
F00032	F00032_03	K01002511	Ta024511	仏上	人	v1#1	偘／侃	〇／〇	空旱（H）反	214	音注声点有_反切	「苦旰切」（去声翰韻、侃）、「空旱切」（上声旱韻、侃）。
F00032	F00032_04	K01002511	Ta024511	仏上	人	v1#1	偘／侃	〇／〇	強直也	322	義注	宋本玉篇「又強直也」。
F00032	F00032_05	K01002511	Ta024511	仏上	人	v1#1	偘／侃	〇／〇	𥬇〻	322	義注	
